blockNum,trialNum,trialType,condition,posture,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,cueFileName,stimuliFileName,correctAnswer,untimedTrials.thisRepN,untimedTrials.thisTrialN,untimedTrials.thisN,untimedTrials.thisIndex,selectIncorrectResponseSolid1.thisRepN,selectIncorrectResponseSolid1.thisTrialN,selectIncorrectResponseSolid1.thisN,selectIncorrectResponseSolid1.thisIndex,selectIncorrectResponseDashed1.thisRepN,selectIncorrectResponseDashed1.thisTrialN,selectIncorrectResponseDashed1.thisN,selectIncorrectResponseDashed1.thisIndex,timedTrials.thisRepN,timedTrials.thisTrialN,timedTrials.thisN,timedTrials.thisIndex,selectIncorrectResponseSolid2.thisRepN,selectIncorrectResponseSolid2.thisTrialN,selectIncorrectResponseSolid2.thisN,selectIncorrectResponseSolid2.thisIndex,selectTimeoutSolid2.thisRepN,selectTimeoutSolid2.thisTrialN,selectTimeoutSolid2.thisN,selectTimeoutSolid2.thisIndex,selectIncorrectResponseDashed2.thisRepN,selectIncorrectResponseDashed2.thisTrialN,selectIncorrectResponseDashed2.thisN,selectIncorrectResponseDashed2.thisIndex,selectTimeoutDashed2.thisRepN,selectTimeoutDashed2.thisTrialN,selectTimeoutDashed2.thisN,selectTimeoutDashed2.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_8.started,image_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_9.started,image_9.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,image_10.started,image_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_11.started,image_11.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,utcTime,cue_untimed_image.started,cue_untimed_image.stopped,stimuli_untimed_image.started,stimuli_untimed_image.stopped,untimed_resp.keys,untimed_resp.corr,untimed_resp.rt,untimed_resp.started,untimed_resp.stopped,sound_2.started,sound_2.stopped,image_3.started,image_3.stopped,text_2.started,text_2.stopped,sound_1.started,sound_1.stopped,image_2.started,image_2.stopped,image_12.started,image_12.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_13.started,image_13.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,cue_timed_image.started,cue_timed_image.stopped,stimuli_timed_image.started,stimuli_timed_image.stopped,timed_resp.keys,timed_resp.corr,timed_resp.started,timed_resp.stopped,sound_3.started,sound_3.stopped,image_14.started,image_14.stopped,sound_4.started,sound_4.stopped,image_15.started,image_15.stopped,timed_resp.rt,participant,session,condition,date,expName,psychopyVersion,frameRate,
1,3,untimed,16,sitting,noswitch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486872.6392314,22.407212018966675,None,23.399991989135742,None,1,1,0.32108402252197266,23.399991989135742,None,,,,,23.75718593597412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,4,untimed,16,sitting,switch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486874.2717743,23.96682381629944,None,24.950016975402832,None,1,0,0.3968510627746582,24.950016975402832,None,,,,,,,25.388262510299683,26.399972915649414,25.393533945083618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,4,untimed,16,sitting,switch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.399967908859253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,5,untimed,16,sitting,switch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486880.849816,30.600425004959106,None,31.58519196510315,None,1,1,0.3495829105377197,31.58519196510315,None,,,,,31.974267959594727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,6,untimed,16,sitting,noswitch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486882.4847844,32.18565392494202,None,33.168221950531006,None,2,1,0.3952028751373291,33.168221950531006,None,,,,,33.60939002037048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,7,untimed,16,sitting,switch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486884.1965897,33.81874680519104,None,34.801886796951294,None,1,1,0.45682501792907715,34.801886796951294,None,,,,,35.319899797439575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,8,untimed,16,sitting,switch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486886.8022916,35.53598380088806,None,36.53310585021973,None,1,1,1.3558290004730225,36.53310585021973,None,,,,,37.94188189506531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,9,untimed,16,sitting,switch,congruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486888.4342623,38.14942383766174,None,39.13667297363281,None,1,1,0.3622128963470459,39.13667297363281,None,,,,,39.57361888885498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,10,untimed,16,sitting,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486890.0795968,39.78054881095886,None,40.77028298377991,None,2,1,0.3823070526123047,40.77028298377991,None,,,,,41.23279786109924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,11,untimed,16,sitting,switch,congruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486892.2231839,41.437519788742065,None,42.40997290611267,None,2,1,0.8509631156921387,42.40997290611267,None,,,,,43.37693786621094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,12,untimed,16,sitting,switch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486894.18189,43.58122396469116,None,44.55208992958069,None,1,1,0.7048449516296387,44.55208992958069,None,,,,,45.33522987365723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.53931379318237,None,2,0.9527308940887451,45.53931379318237,None,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.601595878601074,None,2,0.47831106185913086,46.601595878601074,None,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,1,timed,16,sitting,buffer,buffer,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486898.5399845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.17998480796814,None,48.15804886817932,None,None,0,48.15804886817932,None,49.689122438430786,50.716946840286255,49.70692491531372,None,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,1,timed,16,sitting,buffer,buffer,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.73883295059204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,2,timed,16,sitting,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,2,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486906.3078308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93599081039429,None,55.92400598526001,None,None,0,55.92400598526001,None,,,,,57.464189529418945,58.48435688018799,57.49676585197449,None,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,2,timed,16,sitting,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,2,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.50294280052185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,3,timed,16,sitting,switch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486913.2427728,,,,,,,,,,,,,,,,64.38961637020111,65.44132399559021,64.42307591438293,None,,,,,,,,,,,,,62.699572801589966,None,63.687402963638306,None,2,0,63.687402963638306,None,,,,,,,,,0.5684719085693359,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,3,timed,16,sitting,switch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44032883644104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
1,4,timed,16,sitting,noswitch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486920.1796672,,,,,,,,,,,,,,71.35512781143188,None,,,,,,,,,,,,,,,,,69.6368179321289,None,70.62383794784546,None,1,1,70.62383794784546,None,,,,,,,,,0.5920031070709229,8015,001,16,2021_Nov_09_1340,task-switching-replication,2021.2.3,60.005980133937825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486922.5428298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.58494901657104,None,72.57324886322021,None,1,0,72.57324886322021,None,,,,,,,,,1.0224061012268066,,,,,,,,
