blockNum,trialNum,trialType,condition,posture,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,cueFileName,stimuliFileName,correctAnswer,untimedTrials.thisRepN,untimedTrials.thisTrialN,untimedTrials.thisN,untimedTrials.thisIndex,selectSolid1.thisRepN,selectSolid1.thisTrialN,selectSolid1.thisN,selectSolid1.thisIndex,selectDashed1.thisRepN,selectDashed1.thisTrialN,selectDashed1.thisN,selectDashed1.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_8.started,image_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_9.started,image_9.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,image_10.started,image_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_11.started,image_11.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,cue_untimed_image.started,cue_untimed_image.stopped,stimuli_untimed_image.started,stimuli_untimed_image.stopped,untimed_resp.keys,untimed_resp.corr,untimed_resp.rt,untimed_resp.started,untimed_resp.stopped,text_2.started,text_2.stopped,sound_2.started,sound_2.stopped,image_3.started,image_3.stopped,sound_1.started,sound_1.stopped,image_2.started,image_2.stopped,participant,session,condition,date,expName,psychopyVersion,frameRate,
,,,02,,,,,,,,,,,,,,,,,,,,,,111.644287109375,None,1,7.199738025665283,111.644287109375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.90578198432922,None,1,4.664168119430542,118.90578198432922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.66276907920837,None,1,6.361166000366211,123.66276907920837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.12204003334045,None,2,2.162146806716919,130.12204003334045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3537130355835,None,1,8.012948036193848,132.3537130355835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.47802996635437,None,1,10.862688064575195,140.47802996635437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.47166514396667,None,2,3.2394440174102783,151.47166514396667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.80694103240967,None,2,2.671983003616333,154.80694103240967,None,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.59132313728333,None,2,12.326525926589966,157.59132313728333,None,,,,,,,,,,,,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,1,untimed,02,standing,buffer,buffer,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.07130312919617,None,171.07276511192322,None,2,1,0.6400508880615234,171.07276511192322,None,171.80860495567322,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,2,untimed,02,standing,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,2,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.03823709487915,None,173.03971409797668,None,1,0,0.6941509246826172,173.03971409797668,None,,,173.80638301372528,174.85763907432556,173.8389630317688,None,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,2,untimed,02,standing,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.85965013504028,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,3,untimed,02,standing,noswitch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0567171573639,None,180.05762815475464,None,2,1,0.6424567699432373,180.05762815475464,None,180.85392713546753,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,4,untimed,02,standing,noswitch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,1,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0832281112671,None,182.0815110206604,None,2,0,0.5404300689697266,182.0815110206604,None,,,182.7281390428543,183.7462351322174,182.76192903518677,None,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,4,untimed,02,standing,noswitch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.78166794776917,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,5,untimed,02,standing,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.97863912582397,None,188.97926902770996,None,1,1,0.714691162109375,188.97926902770996,None,189.83810806274414,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,6,untimed,02,standing,noswitch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.06772899627686,None,191.03657913208008,None,2,0,0.8914990425109863,191.03657913208008,None,,,,,,,192.04478299617767,193.0961561203003,192.0766520500183,None,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,6,untimed,02,standing,noswitch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.10101294517517,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,7,untimed,02,standing,noswitch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2983410358429,None,198.29958701133728,None,1,1,0.6352479457855225,198.29958701133728,None,199.03330302238464,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,8,untimed,02,standing,noswitch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.26218509674072,None,200.26335501670837,None,1,0,0.6785030364990234,200.26335501670837,None,,,,,,,201.02999007701874,202.08219408988953,201.06295704841614,None,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,8,untimed,02,standing,noswitch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.08618211746216,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,9,untimed,02,standing,switch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,0,8,8,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.28302717208862,None,207.2832190990448,None,2,0,1.3707599639892578,207.2832190990448,None,,,208.77102410793304,209.82350206375122,208.80309796333313,None,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,9,untimed,02,standing,switch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.82945203781128,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,10,untimed,02,standing,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,1,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.02643299102783,None,215.0280840396881,None,2,0,0.8675220012664795,215.0280840396881,None,,,,,,,215.97519195079803,217.027850151062,216.0080599784851,None,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,10,untimed,02,standing,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.02925610542297,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,11,untimed,02,standing,noswitch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,2,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.22652411460876,None,222.2273759841919,None,1,0,1.1038501262664795,222.2273759841919,None,,,,,,,223.41245710849762,224.46365308761597,223.4444670677185,None,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
1,11,untimed,02,standing,noswitch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.46807599067688,None,,,,,,,,,1000,001,02,2021_Nov_02_1652,task-switching-replication,2021.2.3,60.011732487831125,
