participant,session,condition,trialType,posture,blockNum,trialNum,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,response,correctResponse,correct,reactionTime,date
1000.0,1.0,1.0,experiment,standing,1,1,buffer,buffer,solid,square,yellow,right,right,yes,0.8505351543426514,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,2,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.5903060436248779,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,3,noswitch,incongruant,solid,triangle,yellow,left,right,no,0.428110122680664,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,4,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.7670788764953613,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,5,noswitch,incongruant,dashed,square,yellow,left,right,no,0.6627371311187744,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,6,noswitch,congruant,dashed,square,blue,right,right,yes,0.4853310585021972,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,7,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.624506950378418,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,8,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.3860540390014648,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,9,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.4220139980316162,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,10,switch,incongruant,solid,triangle,yellow,left,right,no,0.9416220188140868,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,11,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.5149447917938232,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,12,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.4747180938720703,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,13,noswitch,incongruant,dashed,square,blue,right,right,yes,0.7147541046142578,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,14,switch,congruant,solid,square,yellow,right,right,yes,0.8478331565856934,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,15,noswitch,congruant,solid,square,yellow,right,right,yes,0.4303460121154785,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,16,switch,congruant,dashed,square,yellow,right,right,yes,0.4585409164428711,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,17,switch,incongruant,solid,square,blue,left,left,yes,0.679711103439331,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,18,switch,congruant,dashed,triangle,blue,left,left,yes,1.143887996673584,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,19,switch,incongruant,solid,triangle,yellow,left,right,no,0.6207010746002197,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,20,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.4397318363189697,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,21,switch,congruant,dashed,triangle,blue,left,left,yes,0.5758979320526123,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,22,noswitch,incongruant,dashed,square,blue,right,right,yes,0.4816269874572754,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,23,switch,incongruant,solid,square,blue,left,left,yes,1.1881489753723145,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,24,noswitch,incongruant,solid,square,yellow,right,right,yes,0.5167269706726074,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,25,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.5853419303894043,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,26,switch,congruant,solid,square,blue,right,left,no,0.6412999629974365,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,27,noswitch,incongruant,solid,square,yellow,right,right,yes,0.9149019718170166,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,28,noswitch,congruant,solid,square,yellow,right,right,yes,0.7494089603424072,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,29,noswitch,incongruant,solid,square,blue,left,left,yes,1.017948865890503,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,30,switch,incongruant,dashed,square,yellow,right,right,yes,0.5838279724121094,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,31,switch,congruant,solid,triangle,yellow,right,right,yes,0.5990948677062988,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,32,switch,congruant,dashed,square,blue,left,right,no,0.7259101867675781,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,33,switch,incongruant,solid,square,blue,left,left,yes,0.8353638648986816,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,34,switch,incongruant,dashed,square,yellow,right,right,yes,0.7570509910583496,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,35,switch,congruant,solid,square,yellow,right,right,yes,0.6431901454925537,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,36,switch,congruant,dashed,square,blue,left,right,no,0.7696449756622314,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,37,switch,incongruant,solid,triangle,blue,left,left,yes,0.9039349555969238,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,38,noswitch,congruant,solid,triangle,blue,left,left,yes,0.5094611644744873,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,39,noswitch,congruant,solid,triangle,blue,left,left,yes,0.4297709465026855,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,40,noswitch,congruant,solid,square,blue,left,left,yes,0.7351930141448975,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,41,noswitch,congruant,solid,triangle,blue,left,left,yes,0.4823219776153564,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,42,switch,congruant,dashed,triangle,yellow,left,left,yes,0.6830339431762695,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,43,noswitch,congruant,dashed,triangle,blue,left,left,yes,1.1099040508270264,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,44,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.6000430583953857,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,45,noswitch,congruant,dashed,square,yellow,right,right,yes,0.5605199337005615,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,46,switch,congruant,solid,triangle,yellow,right,right,yes,0.9571537971496582,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,47,switch,congruant,dashed,square,blue,left,right,no,0.5686438083648682,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,48,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.7948517799377441,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,1,49,switch,incongruant,solid,triangle,yellow,right,right,yes,1.2062950134277344,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,1,buffer,buffer,dashed,triangle,blue,left,left,yes,0.6697909832000732,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,2,switch,incongruant,solid,triangle,yellow,right,right,yes,0.8981339931488037,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,3,noswitch,incongruant,solid,square,blue,left,left,yes,0.996246099472046,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,4,noswitch,congruant,solid,square,blue,left,left,yes,0.6354999542236328,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,5,switch,incongruant,dashed,square,yellow,right,right,yes,0.5125319957733154,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,6,switch,incongruant,solid,square,blue,left,left,yes,1.0149390697479248,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,7,switch,incongruant,dashed,square,blue,left,right,no,0.6090497970581055,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,8,noswitch,congruant,dashed,square,blue,left,right,no,0.6502020359039307,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,9,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.6484248638153076,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,10,switch,incongruant,solid,square,yellow,right,right,yes,0.618527889251709,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,11,switch,incongruant,dashed,triangle,yellow,left,left,yes,1.017323017120361,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,12,switch,incongruant,solid,triangle,yellow,right,right,yes,0.975705862045288,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,13,noswitch,congruant,solid,square,yellow,right,right,yes,1.162451982498169,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,14,switch,congruant,dashed,square,yellow,timeout,right,no,,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,15,switch,incongruant,solid,triangle,blue,timeout,left,no,,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,16,noswitch,incongruant,solid,square,yellow,right,right,yes,0.74788498878479,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,17,noswitch,congruant,solid,triangle,yellow,right,right,yes,0.5103788375854492,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,18,switch,congruant,dashed,square,yellow,right,right,yes,0.4239580631256103,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,19,noswitch,incongruant,dashed,triangle,yellow,right,left,no,0.8440079689025879,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,20,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.8706870079040527,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,21,noswitch,incongruant,dashed,square,blue,left,right,no,0.7029280662536621,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,22,noswitch,congruant,dashed,square,yellow,right,right,yes,0.4465789794921875,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,23,noswitch,incongruant,dashed,triangle,blue,right,left,no,0.7163949012756348,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,24,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.6668038368225098,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,25,switch,incongruant,solid,triangle,yellow,right,right,yes,0.8029649257659912,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,26,noswitch,congruant,solid,square,yellow,right,right,yes,0.6520309448242188,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,27,switch,incongruant,dashed,triangle,yellow,left,left,yes,1.129265069961548,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,28,switch,congruant,solid,square,blue,left,left,yes,0.8242671489715576,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,29,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.7955632209777832,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,30,switch,congruant,dashed,square,blue,right,right,yes,0.9964988231658936,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,31,switch,congruant,solid,square,yellow,right,right,yes,1.0294570922851562,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,32,noswitch,incongruant,solid,square,blue,left,left,yes,0.8556759357452393,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,33,noswitch,congruant,solid,triangle,blue,left,left,yes,0.6622910499572754,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,34,switch,congruant,dashed,triangle,blue,left,left,yes,0.7628118991851807,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,35,switch,incongruant,solid,square,yellow,right,right,yes,0.5937161445617676,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,36,switch,congruant,dashed,square,yellow,right,right,yes,0.8637509346008301,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,37,noswitch,incongruant,dashed,triangle,yellow,timeout,left,no,,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,38,switch,congruant,solid,triangle,blue,right,left,no,0.7659430503845215,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,39,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.6965410709381104,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,40,switch,congruant,dashed,square,blue,left,right,no,1.2116570472717283,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,41,switch,incongruant,solid,triangle,blue,right,left,no,0.5358378887176514,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,42,noswitch,congruant,solid,square,blue,left,left,yes,0.6296050548553467,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,43,switch,congruant,dashed,triangle,blue,left,left,yes,0.7605690956115723,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,44,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.9559879302978516,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,45,noswitch,congruant,dashed,square,blue,right,right,yes,0.4760060310363769,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,46,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.7633521556854248,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,47,switch,congruant,solid,triangle,blue,right,left,no,0.7294418811798096,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,48,noswitch,congruant,solid,triangle,blue,left,left,yes,0.4848289489746094,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,2,49,switch,congruant,dashed,triangle,blue,right,left,no,0.6749651432037354,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,1,buffer,buffer,dashed,triangle,yellow,left,left,yes,0.92240309715271,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,2,switch,congruant,solid,triangle,blue,right,left,no,0.8570280075073242,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,3,noswitch,congruant,solid,square,blue,timeout,left,no,,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,4,noswitch,congruant,solid,triangle,blue,left,left,yes,1.1037638187408447,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,5,switch,congruant,dashed,triangle,blue,left,left,yes,0.733396053314209,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,6,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.7161340713500977,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,7,noswitch,incongruant,dashed,square,blue,right,right,yes,0.4525430202484131,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,8,switch,incongruant,solid,square,blue,left,left,yes,0.9851460456848145,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,9,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.704658031463623,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,10,noswitch,congruant,solid,square,yellow,right,right,yes,0.5852179527282715,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,11,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.3869061470031738,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,12,noswitch,congruant,solid,triangle,blue,left,left,yes,0.4754509925842285,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,13,switch,incongruant,dashed,square,yellow,right,right,yes,0.5794501304626465,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,14,switch,congruant,solid,triangle,yellow,left,right,no,0.7106080055236816,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,15,switch,incongruant,dashed,triangle,blue,left,left,yes,0.7884669303894043,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,16,switch,incongruant,solid,square,yellow,right,right,yes,1.3035361766815186,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,17,switch,incongruant,dashed,triangle,blue,left,left,yes,0.8933110237121582,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,18,noswitch,incongruant,dashed,square,blue,right,right,yes,0.8848831653594971,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,19,noswitch,congruant,dashed,square,yellow,right,right,yes,0.5182480812072754,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,20,switch,incongruant,solid,square,blue,left,left,yes,0.7578761577606201,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,21,switch,congruant,dashed,triangle,yellow,left,left,yes,1.2172269821166992,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,22,noswitch,incongruant,dashed,square,blue,right,right,yes,0.5589478015899658,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,23,switch,congruant,solid,triangle,yellow,right,right,yes,0.9905400276184082,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,24,switch,congruant,dashed,square,yellow,left,right,no,1.1247708797454834,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,25,switch,incongruant,solid,square,blue,left,left,yes,0.882457971572876,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,26,switch,incongruant,dashed,square,blue,right,right,yes,0.6336090564727783,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,27,noswitch,incongruant,dashed,triangle,blue,left,left,yes,1.001483917236328,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,28,switch,congruant,solid,triangle,blue,left,left,yes,0.9807381629943848,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,29,noswitch,incongruant,solid,square,yellow,right,right,yes,0.9171490669250488,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,30,switch,incongruant,dashed,triangle,blue,left,left,yes,1.1823158264160156,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,31,switch,incongruant,solid,square,yellow,right,right,yes,0.5992779731750488,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,32,switch,congruant,dashed,square,blue,left,right,no,0.6228640079498291,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,33,noswitch,congruant,dashed,square,blue,right,right,yes,0.891383171081543,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,34,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.779608964920044,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,35,switch,congruant,solid,square,blue,right,left,no,1.0081710815429688,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,36,noswitch,congruant,solid,square,blue,left,left,yes,1.0681219100952148,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,37,noswitch,incongruant,solid,square,yellow,right,right,yes,0.737191915512085,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,38,noswitch,congruant,solid,triangle,yellow,left,right,no,0.7018430233001709,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,39,switch,congruant,dashed,square,yellow,timeout,right,no,,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,40,switch,congruant,solid,triangle,yellow,left,right,no,0.3564510345458984,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,41,switch,incongruant,dashed,triangle,blue,left,left,yes,0.9598598480224608,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,42,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.4065461158752441,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,43,noswitch,congruant,dashed,square,yellow,right,right,yes,0.6391980648040771,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,44,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.9427530765533448,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,45,switch,incongruant,solid,square,yellow,right,right,yes,1.1013550758361816,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,46,noswitch,congruant,solid,triangle,yellow,right,right,yes,0.7226879596710205,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,47,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.5205199718475342,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,48,switch,congruant,dashed,triangle,yellow,right,left,no,1.216681957244873,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,3,49,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.438770055770874,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,1,buffer,buffer,solid,triangle,yellow,right,right,yes,0.6431069374084473,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,2,noswitch,incongruant,solid,square,blue,left,left,yes,0.6386749744415283,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,3,noswitch,congruant,solid,square,blue,left,left,yes,0.5160579681396484,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,4,noswitch,congruant,solid,triangle,blue,left,left,yes,0.5083351135253906,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,5,switch,congruant,dashed,triangle,yellow,left,left,yes,0.6056201457977295,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,6,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.4770879745483398,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,7,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.5959250926971436,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,8,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.4762639999389648,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,9,switch,congruant,solid,triangle,blue,left,left,yes,0.5110409259796143,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,10,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.9002399444580078,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,11,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.8945248126983643,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,12,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.4790899753570556,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,13,switch,incongruant,solid,triangle,yellow,left,right,no,0.9645040035247804,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,14,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.6821038722991943,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,15,noswitch,congruant,solid,square,blue,left,left,yes,0.5145349502563477,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,16,switch,incongruant,dashed,square,yellow,right,right,yes,1.0271689891815186,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,17,switch,incongruant,solid,square,blue,left,left,yes,0.7909810543060303,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,18,switch,congruant,dashed,triangle,yellow,left,left,yes,0.90802001953125,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,19,noswitch,incongruant,dashed,square,blue,left,right,no,0.7364590167999268,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,20,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.6773748397827148,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,21,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.7237780094146729,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,22,switch,incongruant,solid,square,blue,left,left,yes,1.2629899978637695,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,23,switch,incongruant,dashed,square,yellow,right,right,yes,0.763923168182373,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,24,switch,congruant,solid,square,yellow,right,right,yes,0.8831629753112793,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,25,noswitch,incongruant,solid,triangle,blue,left,left,yes,1.070305109024048,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,26,noswitch,incongruant,solid,square,yellow,right,right,yes,0.4459848403930664,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,27,switch,congruant,dashed,square,blue,right,right,yes,0.6596300601959229,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,28,noswitch,congruant,dashed,square,blue,right,right,yes,0.5078639984130859,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,29,switch,congruant,solid,square,yellow,right,right,yes,0.5691947937011719,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,30,switch,incongruant,dashed,triangle,blue,left,left,yes,0.753262996673584,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,31,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.4932320117950439,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,32,noswitch,congruant,dashed,square,blue,right,right,yes,0.4964737892150879,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,33,switch,incongruant,solid,square,blue,right,left,no,0.7502539157867432,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,34,switch,congruant,dashed,triangle,yellow,left,left,yes,0.9453170299530028,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,35,switch,incongruant,solid,triangle,yellow,left,right,no,1.246035099029541,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,36,noswitch,congruant,solid,square,yellow,right,right,yes,0.567080020904541,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,37,noswitch,congruant,solid,square,yellow,right,right,yes,0.3886489868164062,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,38,noswitch,congruant,solid,triangle,yellow,right,right,yes,0.6996688842773438,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,39,switch,congruant,dashed,square,yellow,left,right,no,0.7933261394500732,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,40,switch,incongruant,solid,triangle,blue,left,left,yes,0.4135000705718994,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,41,switch,congruant,dashed,triangle,yellow,left,left,yes,0.3929519653320312,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,42,switch,incongruant,solid,triangle,yellow,right,right,yes,0.7858889102935791,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,43,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.9315099716186525,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,44,noswitch,incongruant,dashed,square,blue,left,right,no,1.1915950775146484,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,45,switch,congruant,solid,square,yellow,right,right,yes,0.6939148902893066,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,46,switch,congruant,dashed,square,yellow,right,right,yes,0.4560308456420898,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,47,noswitch,congruant,dashed,square,blue,left,right,no,0.4575059413909912,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,48,switch,incongruant,solid,triangle,blue,right,left,no,0.2273190021514892,2021-11-02 11:01:00
1000.0,1.0,1.0,experiment,standing,4,49,noswitch,incongruant,solid,triangle,yellow,left,right,no,0.2421631813049316,2021-11-02 11:01:00
