blockNum,trialNum,trialType,condition,posture,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,cueFileName,stimuliFileName,correctAnswer,untimedTrials.thisRepN,untimedTrials.thisTrialN,untimedTrials.thisN,untimedTrials.thisIndex,selectIncorrectResponseSolid1.thisRepN,selectIncorrectResponseSolid1.thisTrialN,selectIncorrectResponseSolid1.thisN,selectIncorrectResponseSolid1.thisIndex,selectIncorrectResponseDashed1.thisRepN,selectIncorrectResponseDashed1.thisTrialN,selectIncorrectResponseDashed1.thisN,selectIncorrectResponseDashed1.thisIndex,timedTrials.thisRepN,timedTrials.thisTrialN,timedTrials.thisN,timedTrials.thisIndex,selectIncorrectResponseSolid2.thisRepN,selectIncorrectResponseSolid2.thisTrialN,selectIncorrectResponseSolid2.thisN,selectIncorrectResponseSolid2.thisIndex,selectTimeoutSolid2.thisRepN,selectTimeoutSolid2.thisTrialN,selectTimeoutSolid2.thisN,selectTimeoutSolid2.thisIndex,selectIncorrectResponseDashed2.thisRepN,selectIncorrectResponseDashed2.thisTrialN,selectIncorrectResponseDashed2.thisN,selectIncorrectResponseDashed2.thisIndex,selectTimeoutDashed2.thisRepN,selectTimeoutDashed2.thisTrialN,selectTimeoutDashed2.thisN,selectTimeoutDashed2.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_8.started,image_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_9.started,image_9.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,image_10.started,image_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_11.started,image_11.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,utcTime,cue_untimed_image.started,cue_untimed_image.stopped,stimuli_untimed_image.started,stimuli_untimed_image.stopped,untimed_resp.keys,untimed_resp.corr,untimed_resp.rt,untimed_resp.started,untimed_resp.stopped,sound_1.started,sound_1.stopped,image_2.started,image_2.stopped,text_2.started,text_2.stopped,sound_2.started,sound_2.stopped,image_3.started,image_3.stopped,image_12.started,image_12.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_13.started,image_13.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,cue_timed_image.started,cue_timed_image.stopped,stimuli_timed_image.started,stimuli_timed_image.stopped,timed_resp.keys,timed_resp.corr,timed_resp.started,timed_resp.stopped,sound_4.started,sound_4.stopped,image_15.started,image_15.stopped,timed_resp.rt,participant,session,condition,date,expName,psychopyVersion,frameRate,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.912958145141602,None,2,8.250403881072998,15.912958145141602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.197946071624756,None,2,3.3350601196289062,24.197946071624756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5649151802063,None,1,4.1191699504852295,27.5649151802063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.723494052886963,None,2,0.6481029987335205,31.723494052886963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41975712776184,None,2,0.585223913192749,32.41975712776184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.047605991363525,None,1,1.6298449039459229,33.047605991363525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.70727801322937,None,2,0.5778179168701172,34.70727801322937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33771109580994,None,2,0.3503999710083008,35.33771109580994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.72333908081055,None,2,2.2445008754730225,35.72333908081055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,1,untimed,11,sitting,buffer,buffer,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486363.6809857,38.034029960632324,None,39.019248962402344,None,2,0,1.4177651405334473,39.019248962402344,None,40.480294322967524,41.485905170440674,40.48591899871826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,1,untimed,11,sitting,buffer,buffer,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.48584508895874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,2,untimed,11,sitting,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486371.1504383,45.68602705001831,None,46.66919016838074,None,2,1,1.2461538314819336,46.66919016838074,None,,,,,47.9506311416626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,3,untimed,11,sitting,switch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486373.0956964,48.159701108932495,None,49.15333604812622,None,2,0,0.6885089874267578,49.15333604812622,None,,,,,,,49.89264831542968,50.89696907997131,49.90775513648987,None,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,3,untimed,11,sitting,switch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.91165208816528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,4,untimed,11,sitting,switch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486380.2088988,55.121307134628296,None,56.103594064712524,None,1,0,0.8543989658355713,56.103594064712524,None,57.00581035614013,58.01831603050232,57.019607067108154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,4,untimed,11,sitting,switch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01700711250305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,5,untimed,11,sitting,switch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486387.509692,62.22149300575256,None,63.204209089279175,None,2,0,1.061518907546997,63.204209089279175,None,,,,,,,64.3066192626953,65.31851506233215,64.32202410697937,None,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,5,untimed,11,sitting,switch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.32120513916016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,6,untimed,11,sitting,switch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486394.627973,69.52135896682739,None,70.50344395637512,None,2,1,0.8852889537811279,70.50344395637512,None,,,,,71.43510508537292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,7,untimed,11,sitting,switch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486396.6688871,71.63780212402344,None,72.62117004394531,None,1,1,0.8120830059051514,72.62117004394531,None,,,,,73.478933095932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,8,untimed,11,sitting,noswitch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486398.4222686,73.68783497810364,None,74.67331314086914,None,2,1,0.4966738224029541,74.67331314086914,None,,,,,75.23588013648987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,9,untimed,11,sitting,switch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486400.4500337,75.452073097229,None,76.42103695869446,None,1,1,0.7765519618988037,76.42103695869446,None,,,,,77.263827085495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,10,untimed,11,sitting,noswitch,congruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486402.2441196,77.47971415519714,None,78.46490812301636,None,1,1,0.5349869728088379,78.46490812301636,None,,,,,79.05899810791016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,11,untimed,11,sitting,switch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486404.595839,79.27664303779602,None,80.25696611404419,None,2,1,1.0957980155944824,80.25696611404419,None,,,,,81.41356897354126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,12,untimed,11,sitting,switch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,0,11,11,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486407.1966016,81.61235404014587,None,82.5814790725708,None,2,0,1.3662500381469727,82.5814790725708,None,84.00776591300964,85.02837800979614,84.01595211029053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,12,untimed,11,sitting,switch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.02890801429749,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23517417907715,None,2,0.9785351753234863,89.23517417907715,None,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2927839756012,None,2,0.6027421951293945,90.2927839756012,None,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,1,timed,11,sitting,buffer,buffer,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486416.6480436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.97015810012817,None,91.95092797279358,None,None,0,91.95092797279358,None,93.47520837783813,94.48292207717896,93.48415613174438,None,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,1,timed,11,sitting,buffer,buffer,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.50079107284546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,2,timed,11,sitting,noswitch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486423.1690571,,,,,,,,,,,,,,,,99.97768177986144,100.98948407173157,99.99672603607178,None,,,,,,,,,,,,,98.68616700172424,None,99.66790699958801,None,2,0,99.66790699958801,None,,,,,0.2615940570831299,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,2,timed,11,sitting,noswitch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.99944496154785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,3,timed,11,sitting,switch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,2,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486429.7938743,,,,,,,,,,,,,,106.61665105819702,None,,,,,,,,,,,,,,,,,105.20599102973938,None,106.18717217445374,None,2,1,106.18717217445374,None,,,,,0.3543868064880371,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,4,timed,11,sitting,noswitch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486431.8320515,,,,,,,,,,,,,,108.65491008758545,None,,,,,,,,,,,,,,,,,106.82265710830688,None,107.80389308929443,None,2,1,107.80389308929443,None,,,,,0.7615878582000732,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,5,timed,11,sitting,noswitch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486433.5209959,,,,,,,,,,110.32966198921203,111.3552131652832,110.34781098365784,None,,,,,,,,,,,,,,,,,,,108.86124610900879,None,109.84339714050293,None,2,0,109.84339714050293,None,,,,,0.4061009883880615,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,5,timed,11,sitting,noswitch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.35719513893127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
1,6,timed,11,sitting,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,0,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636486440.8408318,,,,,,,,,,,,,,,,117.66377038955689,118.69678497314453,117.67587304115295,None,,,,,,,,,,,,,115.56414699554443,None,116.54126214981079,None,2,0,116.54126214981079,None,,,,,1.0545599460601807,8015,001,11,2021_Nov_09_1332,task-switching-replication,2021.2.3,60.00958595814514,
