text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,participant,session,condition,date,expName,psychopyVersion,frameRate,
4154.6171770095825,None,1,0.5028519630432129,4154.6171770095825,None,,,,,,,,,,,,,,,,,,,0026,001,10,2021_Nov_18_1533,task-switching-replication,2021.2.3,59.86774099158573,
,,,,,,4155.189429998398,None,2,1.4297840595245361,4155.189429998398,None,,,,,,,,,,,,,0026,001,10,2021_Nov_18_1533,task-switching-replication,2021.2.3,59.86774099158573,
,,,,,,,,,,,,4156.68279004097,None,1,0.5342278480529785,4156.68279004097,None,,,,,,,0026,001,10,2021_Nov_18_1533,task-switching-replication,2021.2.3,59.86774099158573,
,,,,,,,,,,,,,,,,,,4157.2851049900055,None,2,0.47281503677368164,4157.2851049900055,None,0026,001,10,2021_Nov_18_1533,task-switching-replication,2021.2.3,59.86774099158573,
