text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,condition,date,expName,psychopyVersion,frameRate,
21.641180992126465,None,2,10.646068096160889,21.641180992126465,None,,,,,,,,,,,,,,,,,,,,,,,,,8005,001,12,2021_Nov_05_1321,task-switching-replication,2021.2.3,60.05607118004347,
,,,,,,32.336955070495605,None,2,2.481215000152588,32.336955070495605,None,,,,,,,,,,,,,,,,,,,8005,001,12,2021_Nov_05_1321,task-switching-replication,2021.2.3,60.05607118004347,
,,,,,,,,,,,,34.88649892807007,None,1,27.611613988876343,34.88649892807007,None,,,,,,,,,,,,,8005,001,12,2021_Nov_05_1321,task-switching-replication,2021.2.3,60.05607118004347,
,,,,,,,,,,,,,,,,,,62.59267592430115,None,2,3.939542055130005,62.59267592430115,None,,,,,,,8005,001,12,2021_Nov_05_1321,task-switching-replication,2021.2.3,60.05607118004347,
,,,,,,,,,,,,,,,,,,,,,,,,66.61663699150085,None,2,2.908385992050171,66.61663699150085,None,8005,001,12,2021_Nov_05_1321,task-switching-replication,2021.2.3,60.05607118004347,
