blockNum,trialNum,trialType,condition,posture,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,cueFileName,stimuliFileName,correctAnswer,untimedTrials.thisRepN,untimedTrials.thisTrialN,untimedTrials.thisN,untimedTrials.thisIndex,selectSolid1.thisRepN,selectSolid1.thisTrialN,selectSolid1.thisN,selectSolid1.thisIndex,selectDashed1.thisRepN,selectDashed1.thisTrialN,selectDashed1.thisN,selectDashed1.thisIndex,timedTrials.thisRepN,timedTrials.thisTrialN,timedTrials.thisN,timedTrials.thisIndex,selectSolid2.thisRepN,selectSolid2.thisTrialN,selectSolid2.thisN,selectSolid2.thisIndex,selectDashed2.thisRepN,selectDashed2.thisTrialN,selectDashed2.thisN,selectDashed2.thisIndex,postures.thisRepN,postures.thisTrialN,postures.thisN,postures.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,selectSolid.thisRepN,selectSolid.thisTrialN,selectSolid.thisN,selectSolid.thisIndex,selectDashed.thisRepN,selectDashed.thisTrialN,selectDashed.thisN,selectDashed.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_8.started,image_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_9.started,image_9.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,image_10.started,image_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_11.started,image_11.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,utcTime,cue_untimed_image.started,cue_untimed_image.stopped,stimuli_untimed_image.started,stimuli_untimed_image.stopped,untimed_resp.keys,untimed_resp.corr,untimed_resp.rt,untimed_resp.started,untimed_resp.stopped,sound_2.started,sound_2.stopped,image_3.started,image_3.stopped,text_2.started,text_2.stopped,sound_1.started,sound_1.stopped,image_2.started,image_2.stopped,image_12.started,image_12.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_13.started,image_13.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,cue_timed_image.started,cue_timed_image.stopped,stimuli_timed_image.started,stimuli_timed_image.stopped,timed_resp.keys,timed_resp.corr,timed_resp.rt,timed_resp.started,timed_resp.stopped,image.started,image.stopped,key_response.keys,key_response.rt,key_response.started,key_response.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue_image.started,cue_image.stopped,stimuli_image.started,stimuli_image.stopped,exp_resp.keys,exp_resp.corr,exp_resp.rt,exp_resp.started,exp_resp.stopped,participant,session,condition,date,expName,psychopyVersion,frameRate,
,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,1,experiment,13,sitting,buffer,buffer,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636141988.3472545,,,,,,,,,,,,,,,,443.9008883237839,444.9196939468384,443.93395495414734,None,,,,,,,,,,,,,,,,,,,,,,437.4139938354492,None,2,2.04061222076416,437.4139938354492,None,439.54412293434143,None,2,2.3281850814819336,439.54412293434143,None,442.0321168899536,None,443.02143692970276,None,1,0,0.8007469177246094,443.02143692970276,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,1,experiment,13,sitting,buffer,buffer,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.93641781806946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,2,experiment,13,sitting,switch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636141995.2164295,,,,,,,,,,,,,,450.7976198196411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.1334550380707,None,450.12271094322205,None,1,1,0.5113711357116699,450.12271094322205,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,3,experiment,13,sitting,switch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636141997.0466368,,,,,,,,,,,,,,452.62850689888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.02746295928955,None,452.0169858932495,None,1,1,0.4980587959289551,452.0169858932495,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,4,experiment,13,sitting,switch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636141998.8182993,,,,,,,,,,,,,,454.3991549015045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.85789585113525,None,453.847275018692,None,2,1,0.4231998920440674,453.847275018692,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,5,experiment,13,sitting,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142000.588619,,,,,,,,,,,,,,456.1706738471985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.62852001190186,None,455.6182680130005,None,2,1,0.43916797637939453,455.6182680130005,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,6,experiment,13,sitting,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142002.3589172,,,,,,,,,,,,,,457.94030594825745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.3998029232025,None,457.38858103752136,None,1,1,0.4349989891052246,457.38858103752136,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,7,experiment,13,sitting,noswitch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142004.0093515,,,,,,,,,,,,,,459.5912148952484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.169380903244,None,459.1577658653259,None,1,1,0.32915210723876953,459.1577658653259,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,8,experiment,13,sitting,switch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142005.9568937,,,,,,,,,,,,,,461.5381410121918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.8200650215149,None,460.80893898010254,None,2,1,0.625309944152832,460.80893898010254,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,9,experiment,13,sitting,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142008.3778124,,,,,,,,,,,,,,463.9594159126282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.7672188282013,None,462.7561869621277,None,2,1,1.0728099346160889,462.7561869621277,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,10,experiment,13,sitting,switch,congruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142010.1480992,,,,,,,,,,,,,,465.7301378250122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.18849086761475,None,465.17797803878784,None,2,1,0.45009803771972656,465.17797803878784,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,11,experiment,13,sitting,noswitch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142011.9814231,,,,,,,,,,,,,,467.56250286102295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.95974683761597,None,466.948933839798,None,1,1,0.4599599838256836,466.948933839798,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,12,experiment,13,sitting,noswitch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142014.1089325,,,,,,,,,,,,,,469.6899108886719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.791711807251,None,468.7806429862976,None,2,1,0.7606589794158936,468.7806429862976,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,13,experiment,13,sitting,switch,congruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142015.879311,,,,,,,,,,,,,,471.4609868526459,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.91937494277954,None,470.9087119102478,None,2,1,0.41732215881347656,470.9087119102478,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,14,experiment,13,sitting,switch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142018.3637626,,,,,,,,,,,,,,473.9446859359741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.69051790237427,None,472.6800010204315,None,1,1,1.1260449886322021,472.6800010204315,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,15,experiment,13,sitting,switch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,14,14,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142020.6704175,,,,,,,,,,,,,,,,476.2241333723068,477.24169993400574,476.2562518119812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.17392086982727,None,475.162957906723,None,2,0,0.9302339553833008,475.162957906723,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,15,experiment,13,sitting,switch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2527220249176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,16,experiment,13,sitting,noswitch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142028.1539507,,,,,,,,,,,,,,483.73505902290344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.4820029735565,None,482.4717228412628,None,1,1,1.1445989608764648,482.4717228412628,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,17,experiment,13,sitting,noswitch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142030.046535,,,,,,,,,,,,,,485.6284430027008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.96452498435974,None,484.95378589630127,None,1,1,0.5640139579772949,484.95378589630127,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,18,experiment,13,sitting,switch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142031.879296,,,,,,,,,,,,,,487.46044087409973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.85774087905884,None,486.8471369743347,None,2,1,0.4890429973602295,486.8471369743347,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,19,experiment,13,sitting,noswitch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142033.832307,,,,,,,,,,,,,,489.4133470058441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.6896708011627,None,488.67894101142883,None,1,1,0.5708141326904297,488.67894101142883,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,20,experiment,13,sitting,switch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142036.0766473,,,,,,,,,,,,,,491.6583559513092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.642728805542,None,490.6322889328003,None,1,1,0.8974950313568115,490.6322889328003,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,21,experiment,13,sitting,switch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142038.0860817,,,,,,,,,,,,,,493.66726088523865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8874399662018,None,492.8772850036621,None,2,1,0.6465029716491699,492.8772850036621,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,22,experiment,13,sitting,noswitch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142039.7410276,,,,,,,,,,,,,,495.32215189933777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.89670300483704,None,494.88628697395325,None,1,1,0.31163597106933594,494.88628697395325,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,23,experiment,13,sitting,noswitch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142041.4565244,,,,,,,,,,,,,,497.037645816803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.55206394195557,None,496.542781829834,None,2,1,0.3663978576660156,496.542781829834,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,24,experiment,13,sitting,noswitch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142043.3451726,,,,,,,,,,,,,,498.9270420074463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.2671649456024,None,498.2566258907318,None,2,1,0.5723791122436523,498.2566258907318,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,25,experiment,13,sitting,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,24,24,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142045.5935416,,,,,,,,,,,,,,,,501.14720022678375,502.1666729450226,501.17921781539917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.1569049358368,None,500.1456809043884,None,1,0,0.865239143371582,500.1456809043884,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,25,experiment,13,sitting,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.1796169281006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,26,experiment,13,sitting,noswitch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142052.3711185,,,,,,,,,,,,,,507.9519898891449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.4081299304962,None,507.3989210128784,None,1,1,0.3999648094177246,507.3989210128784,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,27,experiment,13,sitting,noswitch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142054.2625482,,,,,,,,,,,,,,509.8436529636383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.1814959049225,None,509.17115092277527,None,2,1,0.5187489986419678,509.17115092277527,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,28,experiment,13,sitting,noswitch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142056.0342019,,,,,,,,,,,,,,511.61601090431213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0734899044037,None,511.0634398460388,None,2,1,0.4043760299682617,511.0634398460388,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,29,experiment,13,sitting,switch,congruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,28,28,28,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142058.2800717,,,,,,,,,,513.8336812257767,514.8519489765167,513.8663189411163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.8455259799957,None,512.8354599475861,None,1,0,0.9076380729675293,512.8354599475861,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,29,experiment,13,sitting,switch,congruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.8622419834137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,30,experiment,13,sitting,noswitch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142064.9352498,,,,,,,,,,,,,,520.5163350105286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0914349555969,None,520.0806038379669,None,1,1,0.277209997177124,520.0806038379669,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,31,experiment,13,sitting,switch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142067.1820037,,,,,,,,,,,,,,522.7638280391693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.7460010051727,None,521.7366058826447,None,1,1,0.8931300640106201,521.7366058826447,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,32,experiment,13,sitting,noswitch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142069.0126736,,,,,,,,,,,,,,524.5945339202881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.993008852005,None,523.9824340343475,None,2,1,0.500471830368042,523.9824340343475,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
2,33,experiment,13,sitting,noswitch,incongruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142070.8439696,,,,,,,,,,,,,,526.4248869419098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8231480121613,None,525.8120028972626,None,1,1,0.45983314514160156,525.8120028972626,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
