blockNum,trialNum,trialType,condition,posture,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,cueFileName,stimuliFileName,correctAnswer,untimedTrials.thisRepN,untimedTrials.thisTrialN,untimedTrials.thisN,untimedTrials.thisIndex,selectSolid1.thisRepN,selectSolid1.thisTrialN,selectSolid1.thisN,selectSolid1.thisIndex,selectDashed1.thisRepN,selectDashed1.thisTrialN,selectDashed1.thisN,selectDashed1.thisIndex,timedTrials.thisRepN,timedTrials.thisTrialN,timedTrials.thisN,timedTrials.thisIndex,selectSolid2.thisRepN,selectSolid2.thisTrialN,selectSolid2.thisN,selectSolid2.thisIndex,selectDashed2.thisRepN,selectDashed2.thisTrialN,selectDashed2.thisN,selectDashed2.thisIndex,postures.thisRepN,postures.thisTrialN,postures.thisN,postures.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,selectSolid.thisRepN,selectSolid.thisTrialN,selectSolid.thisN,selectSolid.thisIndex,selectDashed.thisRepN,selectDashed.thisTrialN,selectDashed.thisN,selectDashed.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_8.started,image_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_9.started,image_9.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,image_10.started,image_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,image_11.started,image_11.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,utcTime,cue_untimed_image.started,cue_untimed_image.stopped,stimuli_untimed_image.started,stimuli_untimed_image.stopped,untimed_resp.keys,untimed_resp.corr,untimed_resp.rt,untimed_resp.started,untimed_resp.stopped,sound_2.started,sound_2.stopped,image_3.started,image_3.stopped,text_2.started,text_2.stopped,sound_1.started,sound_1.stopped,image_2.started,image_2.stopped,image_12.started,image_12.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,image_13.started,image_13.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,cue_timed_image.started,cue_timed_image.stopped,stimuli_timed_image.started,stimuli_timed_image.stopped,timed_resp.keys,timed_resp.corr,timed_resp.rt,timed_resp.started,timed_resp.stopped,image.started,image.stopped,key_response.keys,key_response.rt,key_response.started,key_response.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue_image.started,cue_image.stopped,stimuli_image.started,stimuli_image.stopped,exp_resp.keys,exp_resp.corr,exp_resp.rt,exp_resp.started,exp_resp.stopped,participant,session,condition,date,expName,psychopyVersion,frameRate,
4,37,experiment,13,sitting,noswitch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142302.0641873,,,,,,,,,,,,,,757.645870923996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0453720092773,None,757.0344638824463,None,2,1,0.47418808937072754,757.0344638824463,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,38,experiment,13,sitting,switch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,37,37,37,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142304.7834067,,,,,,,,,,760.3464461803437,761.3983910083771,760.3777959346771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.8750789165497,None,758.8651058673859,None,None,0,,758.8651058673859,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,38,experiment,13,sitting,switch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.4069209098816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,39,experiment,13,sitting,noswitch,incongruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142311.7413335,,,,,,,,,,,,,,767.3224008083344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.6037139892578,None,766.5927028656006,None,1,1,0.5909790992736816,766.5927028656006,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,40,experiment,13,sitting,switch,incongruant,solid,square,yellow,stimuli/solid-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142313.8699381,,,,,,,,,,,,,,769.451043844223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.551680803299,None,768.5402920246124,None,2,1,0.7862999439239502,768.5402920246124,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,41,experiment,13,sitting,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142315.6409378,,,,,,,,,,,,,,771.2224228382111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.6808619499207,None,770.670658826828,None,1,1,0.44296884536743164,770.670658826828,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,42,experiment,13,sitting,switch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142317.4160862,,,,,,,,,,,,,,772.9972150325775,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.4523429870605,None,772.4412848949432,None,2,1,0.4075050354003906,772.4412848949432,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,43,experiment,13,sitting,noswitch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142319.1872284,,,,,,,,,,,,,,774.7686078548431,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.226812839508,None,774.2166359424591,None,1,1,0.4397580623626709,774.2166359424591,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,44,experiment,13,sitting,noswitch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142320.9583626,,,,,,,,,,,,,,776.5402579307556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.9980449676514,None,775.9877529144287,None,1,1,0.4058229923248291,775.9877529144287,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,45,experiment,13,sitting,switch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142322.8497114,,,,,,,,,,,,,,778.4308848381042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.7696588039398,None,777.7581310272217,None,2,1,0.5143780708312988,777.7581310272217,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,46,experiment,13,sitting,switch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142325.391863,,,,,,,,,,,,,,780.9730370044708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.6603498458862,None,779.6501779556274,None,1,1,1.1691160202026367,779.6501779556274,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,47,experiment,13,sitting,noswitch,incongruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142327.2252846,,,,,,,,,,,,,,782.8064470291138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.2025048732758,None,782.1920039653778,None,2,1,0.47551393508911133,782.1920039653778,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,48,experiment,13,sitting,noswitch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142329.1729455,,,,,,,,,,,,,,784.7548229694366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.035630941391,None,784.0251779556274,None,2,1,0.6294760704040527,784.0251779556274,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
4,49,experiment,13,sitting,noswitch,congruant,dashed,triangle,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-triangle.png,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142330.8856866,,,,,,,,,,,,,,786.4675829410553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.9840409755707,None,785.9744029045105,None,2,1,0.34024500846862793,785.9744029045105,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,1,experiment,13,standing,buffer,buffer,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,786.709300994873,None,2,81.19494605064392,786.709300994873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142431.700047,,,,,,,,,,,,,,887.2817659378052,None,,,,,,,,,,,,,,,,,,,,,,,,,,868.020231962204,None,2,15.242990016937256,868.020231962204,None,883.409747838974,None,2,1.852370023727417,883.409747838974,None,885.4418740272522,None,886.4315559864044,None,1,1,0.6913299560546875,886.4315559864044,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,2,experiment,13,standing,switch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142433.8861115,,,,,,,,,,,,,,,,889.4397784471512,890.4578328132629,889.4725699424744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.5121338367462,None,888.5011329650879,None,2,0,0.8505270481109619,888.5011329650879,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,2,experiment,13,standing,switch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.5000658035278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,3,experiment,13,standing,noswitch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142440.9526713,,,,,,,,,,,,,,896.5344059467316,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.6968820095062,None,895.6859958171844,None,2,1,0.7180249691009521,895.6859958171844,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,4,experiment,13,standing,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142443.4345932,,,,,,,,,,,,,,,,898.9882222414017,900.0064179897308,899.0210340023041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.7637598514557,None,897.7533168792725,None,2,0,1.1248149871826172,897.7533168792725,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,4,experiment,13,standing,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0509488582611,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,5,experiment,13,standing,noswitch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142450.7450464,,,,,,,,,,,,,,906.3261318206787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.2474458217621,None,905.237401008606,None,1,1,0.9643898010253906,905.237401008606,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,6,experiment,13,standing,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142452.7514167,,,,,,,,,,,,,,908.3332178592682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.55548787117,None,907.5442450046539,None,1,1,0.650702953338623,907.5442450046539,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,7,experiment,13,standing,switch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142454.5853198,,,,,,,,,,,,,,910.1664419174194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.5626549720764,None,909.5513868331909,None,2,1,0.4566161632537842,909.5513868331909,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,8,experiment,13,standing,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142456.7717464,,,,,,,,,,,,,,912.3532598018646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.3959968090057,None,911.3869338035583,None,1,1,0.8581991195678711,911.3869338035583,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,9,experiment,13,standing,switch,congruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142458.9025407,,,,,,,,,,,,,,914.4845960140228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.5838348865509,None,913.5759599208832,None,1,1,0.7709181308746338,913.5759599208832,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,10,experiment,13,standing,noswitch,congruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142460.9110372,,,,,,,,,,,,,,916.4931828975677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.7138810157776,None,915.7036399841309,None,1,1,0.6651129722595215,915.7036399841309,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,11,experiment,13,standing,noswitch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142462.683445,,,,,,,,,,,,,,918.2653048038483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.7226378917694,None,917.7128238677979,None,1,1,0.4049968719482422,917.7128238677979,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,12,experiment,13,standing,switch,congruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142464.3957667,,,,,,,,,,,,,,919.9776239395142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.4946990013123,None,919.4844388961792,None,1,1,0.33544397354125977,919.4844388961792,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,13,experiment,13,standing,noswitch,incongruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142465.9886608,,,,,,,,,,,,,,921.5702438354492,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.2069568634033,None,921.1958358287811,None,2,1,0.25800013542175293,921.1958358287811,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,14,experiment,13,standing,switch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,13,13,13,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142467.7009792,,,,,,,,,,923.254591345787,924.2741439342499,923.288153886795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.8002769947052,None,922.7896640300751,None,2,0,0.346386194229126,922.7896640300751,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,14,experiment,13,standing,switch,incongruant,dashed,square,blue,stimuli/dashed-rectangle.png,stimuli/blue-square.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.2865760326385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,15,experiment,13,standing,noswitch,incongruant,dashed,square,yellow,stimuli/dashed-rectangle.png,stimuli/yellow-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142474.5368302,,,,,,,,,,,,,,930.1187899112701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.5163958072662,None,929.5072538852692,None,2,1,0.5005500316619873,929.5072538852692,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,16,experiment,13,standing,switch,congruant,solid,square,blue,stimuli/solid-rectangle.png,stimuli/blue-square.png,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142476.190876,,,,,,,,,,,,,,931.7725749015808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.3482329845428,None,931.3386759757996,None,2,1,0.30426788330078125,931.3386759757996,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,17,experiment,13,standing,noswitch,incongruant,solid,triangle,blue,stimuli/solid-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142477.9063146,,,,,,,,,,,,,,933.4875428676605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0018899440765,None,932.9916408061981,None,1,1,0.3372538089752197,932.9916408061981,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,18,experiment,13,standing,switch,congruant,dashed,triangle,blue,stimuli/dashed-rectangle.png,stimuli/blue-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142479.7365065,,,,,,,,,,,,,,935.318363904953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.7171759605408,None,934.7067618370056,None,1,1,0.45803022384643555,934.7067618370056,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
1,19,experiment,13,standing,switch,congruant,solid,triangle,yellow,stimuli/solid-rectangle.png,stimuli/yellow-triangle.png,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636142482.0407703,,,,,,,,,,,,,,937.6225278377533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.547159910202,None,936.5369498729706,None,1,1,0.9538540840148926,936.5369498729706,None,8003,001,13,2021_Nov_05_1447,task-switching-replication,2021.2.3,60.0056367447084,
