text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_5.started,image_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image_6.started,image_6.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_7.started,image_7.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image_8.started,image_8.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_9.started,image_9.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,image_10.started,image_10.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,participant,session,condition,date,expName,psychopyVersion,frameRate,
13.429775953292847,None,1,6.457467079162598,13.429775953292847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,19.9393949508667,None,2,2.486064910888672,19.9393949508667,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,,,,,,,22.47680687904358,None,1,14.793944120407104,22.47680687904358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,,,,,,,,,,,,,37.33127307891846,None,2,3.3908920288085938,37.33127307891846,None,,,,,,,,,,,,,,,,,,,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,,,,,,,,,,,,,,,,,,,40.77235293388367,None,2,0.5586409568786621,40.77235293388367,None,,,,,,,,,,,,,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.379008054733276,None,1,12.343344926834106,41.379008054733276,None,,,,,,,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.782084941864014,None,2,2.60534405708313,53.782084941864014,None,,,,,,,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.45770192146301,None,2,0.8382358551025391,56.45770192146301,None,1000,001,03,2021_Nov_02_1709,task-switching-replication,2021.2.3,59.98770012328482,
